"","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value","p.value"
"91","impact_score","mantika_label","2","Alkufra","0% (0%-1%)",NA,0.00119864504529104,0.00861237648940975,NA,NA,1.34964442251405e-41
"92","impact_score","mantika_label","3","Alkufra","3% (1%-5%)",NA,0.0140577642374728,0.0489668514028866,NA,NA,1.34964442251405e-41
"93","impact_score","mantika_label","1","Azzawya","92% (87%-97%)",NA,0.873256752172119,0.965985881267697,NA,NA,1.34964442251405e-41
"94","impact_score","mantika_label","2","Azzawya","1% (-1%-2%)",NA,-0.00710434197313178,0.0249182841278229,NA,NA,1.34964442251405e-41
"95","impact_score","mantika_label","3","Azzawya","7% (3%-12%)",NA,0.0275566169265662,0.115386807478926,NA,NA,1.34964442251405e-41
"96","impact_score","mantika_label","1","Benghazi","94% (92%-96%)",NA,0.921977411696638,0.957768752566706,NA,NA,1.34964442251405e-41
"97","impact_score","mantika_label","2","Benghazi","1% (0%-2%)",NA,0.00143331705179439,0.0193012927258438,NA,NA,1.34964442251405e-41
"98","impact_score","mantika_label","3","Benghazi","5% (3%-7%)",NA,0.0339849313518239,0.0655342946071945,NA,NA,1.34964442251405e-41
"99","impact_score","mantika_label","1","Derna","92% (91%-94%)",NA,0.906010549818327,0.939451091412858,NA,NA,1.34964442251405e-41
"100","impact_score","mantika_label","2","Derna","5% (4%-7%)",NA,0.036482560269608,0.0674229773685516,NA,NA,1.34964442251405e-41
"101","impact_score","mantika_label","3","Derna","3% (1%-4%)",NA,0.0145532923839045,0.0360795287467509,NA,NA,1.34964442251405e-41
"102","impact_score","mantika_label","1","Ejdabia","94% (94%-95%)",NA,0.935872143608899,0.948954275521851,NA,NA,1.34964442251405e-41
"103","impact_score","mantika_label","2","Ejdabia","0%",NA,-0.000635847435581078,0.00215359598284285,NA,NA,1.34964442251405e-41
"104","impact_score","mantika_label","3","Ejdabia","6% (5%-6%)",NA,0.050220604790983,0.063435227531005,NA,NA,1.34964442251405e-41
"105","impact_score","mantika_label","1","Ghat","94% (92%-97%)",NA,0.918547391432917,0.966304124646605,NA,NA,1.34964442251405e-41
"106","impact_score","mantika_label","2","Ghat","2% (0%-3%)",NA,0.00157144586340544,0.0329060583307129,NA,NA,1.34964442251405e-41
"107","impact_score","mantika_label","3","Ghat","4% (2%-6%)",NA,0.0215295706052221,0.0591414091211383,NA,NA,1.34964442251405e-41
"108","impact_score","mantika_label","1","Misrata","85% (79%-90%)",NA,0.791823605989889,0.901035388601303,NA,NA,1.34964442251405e-41
"109","impact_score","mantika_label","2","Misrata","0%",NA,-0.000183161212412956,0.00248459440445708,NA,NA,1.34964442251405e-41
"110","impact_score","mantika_label","3","Misrata","15% (10%-21%)",NA,0.097814554340817,0.207025017875948,NA,NA,1.34964442251405e-41
"111","impact_score","mantika_label","1","Murzuq","74% (67%-82%)",NA,0.668017173674727,0.817598483926246,NA,NA,1.34964442251405e-41
"112","impact_score","mantika_label","2","Murzuq","2% (0%-4%)",NA,0.00437461491290548,0.0413457219626192,NA,NA,1.34964442251405e-41
"113","impact_score","mantika_label","3","Murzuq","23% (16%-31%)",NA,0.160717766088474,0.307946239435029,NA,NA,1.34964442251405e-41
"114","impact_score","mantika_label","1","Sebha","60% (53%-68%)",NA,0.525643653229941,0.681695716698134,NA,NA,1.34964442251405e-41
